gene,id
LINC01517,283080
PRIMA1,145270
IFNA1,3439
ST8SIA6,338596
CDCA4,55038
PAX5,5079
GMDS,2762
OTOR,56914
GAD2,2572
YWHAH,7533
WARS1,7453
SRXN1,140809
LRCH1,23143
DTD1,92675
YWHAH-AS1,25775
FTCD-AS1,100861507
SPATC1L,84221
ASPHD2,57168
LSS,4047
SRRD,402055
OSBPL2,9885
EXOC2,55770
CXCR3,2833
TFIP11,24144
CLIC2,1193
GPR180,160897
MIR1184-2,100422985
MIR1184-3,100422977
H2AB3,83740
TMLHE-AS1,101927830
TMLHE-AS1,100507404
LINC01048,103695431
SCEL-AS1,104355296
TMLHE,55217
MKX,283078
NUP58,9818
SPRY3,10251
VAMP7,6845
LINC00839,84856
GDF2,2658
IRF4,3662
HSD17B7P2,158160
TPST2,8459
LINC01038,102724076
OPN1LW,5956
LINC01074,106144607
CDADC1,81602
MCM3AP-AS1,114044
ODAD2,55130
FAM50B,26240
OPN1MW,2652
MIR548J,100313914
CRYBB1,1414
EEF1E1,9521
FTCD,10841
OPN1MW3,101060233
CRYBA4,1413
ABCC4,10257
TEX28,1527
TKTL1,8277
IL2RB,3560
BLOC1S5,63915
LINC01108,102216342
TCF4-AS1,105372127
MIR4529,100616290
ITGA8,8516
HLCS,3141
PCAT18,728606
C1QTNF6,114904
SNORA70,26778
AQP4,361
TAFAZZIN,6901
ADARB1,104
SSTR3,6753
LINC02644,105376480
RAC2,5880
LINC02658,102724264
SLC39A12,221074
R3HDML,140902
HM13,81502
TMEM170B,100113407
RCOR1,23186
ONECUT2,9480
LINC00840,100506835
TMPRSS6,164656
NARS1,4677
LNC-LBCS,100506885
LINC02561,110806285
RD3L,647286
TRAF3,7187
LINC00581,100874531
ZFAND4,93550
DIS3,22894
C9orf72,203228
KDM1B,221656
ATP8B1,5205
ASPG,374569
MYO3A,53904
ABT1,29777
KRTAP19-7,337974
GNAQ,2776
KCNE1,3753
BMP6,654
MIR122,406906
MIR3591,100616357
COL6A1,1291
ALPK2,115701
ALDH1A1,216
TXNDC5,81567
RIMS4,140730
POM121L9P,29774
LINC00351,100874137
CYP46A1,10858
GDI1,2664
COG6,57511
MALT1-AS1,101927322
HAR1B,768097
MALT1,10892
ZNF322,79692
SPECC1L,23384
MIR124-3,406909
YTHDF1,54915
BIRC7,79444
OLIG2,10215
C9orf85,138241
ARMH2,101928603
HDGFL1,154150
OLIG1,116448
MIR5689HG,106660610
LGMN,5641
FOXQ1,94234
ZNF22-AS1,220979
RNF182,221687
FAM50A,9130
MRPS31,10240
MSRB2,22921
IFNAR2,3455
MIR3196,100423014
SLC28A3,64078
NKAIN4,128414
GPC5-AS1,100873969
MEDAG,84935
OR13A1,79290
RPP40,10799
FAM238A,645528
LINC01047,105616982
CCNYL2,414194
COL4A2,1284
FOXB2,442425
MIR6858,102465517
PLXNA3,55558
PGM5,5239
ARFGAP1,55738
PTF1A,256297
LINC01926,105372147
PRTFDC1,56952
PSAT1,29968
ADORA2A,135
INO80C,125476
DEK,7913
SLC34A2,10568
UBL4A,8266
DCLRE1C,64421
ADORA2A-AS1,646023
SLC10A3,8273
LINC00382,101927195
IDNK,414328
UPB1,51733
G6PD,2539
PTPRM,5797
PRR20C,729240
STARD13,90627
IL10RB,3588
PPP1R13B-DT,145216
CCNK,8812
SNRPD3,6634
RASEF,158158
LINC00240,100133205
ZNF876P,642280
IFNAR1,3454
UGT2B10,7365
LINC00533,387055
SCGN,10590
NMRK1,54981
LRRC75B,388886
CLBA1,122616
FAM223A,100132967
LINC01622,285768
TFF3,7033
LINC02232,401134
GGT1,2678
CARMIL1,55604
SH3BGR,6450
ZNF711,7552
POLR1E,64425
SETD3,84193
CFAP97D2,101929355
RAB9B,51209
TLR1,7096
TMSB15B,286527
SLITRK6,84189
POTED,317754
FGF14-IT1,283480
SULT1B1,27284
PCDH9,5101
SHC3,53358
UMODL1,89766
STMND1,401236
MSL3,10943
OCIAD1-AS1,100861517
GUSBP2,387036
SHISA3,152573
GOLM1,51280
SMIM14,201895
L3MBTL4,91133
SOD3,6649
LINC02317,101930294
BTN2A1,11120
AHNAK2,113146
DCAF4L1,285429
CINP,51550
KCTD8,386617
PCA3,50652
MIR4326,100422945
CHRNA4,1137
LINC02261,101929199
SDAD1,55153
GATA6,2627
ANKRD20A3P,642929
TTC7B,145567
ST8SIA5,29906
HIVEP1,3096
DNAJC3,5611
KCNE1B,102723475
C13orf46,100507747
RCAN1,1827
PROSER2,254427
NRAD1,121838
MKKS,8195
ARHGAP28,79822
ZKSCAN3,80317
TUT7,79670
FAM230C,26080
TAFA5,25817
CCDC169,728591
KIAA1217,56243
EEF1A2,1917
GFOD1,54438
MAPK1,5594
NRSN1,140767
RPL13AP3,645683
DIO3,1735
USP25,29761
PPDPF,79144
GPR68,8111
JARID2,3720
PTK6,5753
SMARCB1,6598
FNDC11,79025
AFM,173
LINC00239,145200
LINC02312,100132612
ELOVL2,54898
DEGS2,123099
HELZ2,85441
KCNK13,56659
ZMYM5,9205
APBA1,320
DCK,1633
TRIM27,5987
LINC00373,105370306
LINC00391,101927248
TDP1,55775
RELCH,57614
TPTE2,93492
TYRP1,7306
LY86-AS1,285780
GNA14,9630
CABS1,85438
LMO7DN-IT1,104326189
SOX1,6656
TMPRSS11B,132724
TEX26,122046
ZFAND5,7763
MCM8,84515
NALCN-AS1,100885778
KRTAP8-1,337879
LINC00358,100874143
KRTAP7-1,337878
LINC02493,101929123
KRTAP11-1,337880
ZBED9,114821
DGKQ,1609
TIAM1,7074
MYO16,23026
UBE2L3,7332
EDN1,1906
GPX5,2880
MTMR3,8897
E2F3-IT1,100874268
SMIM13,221710
PGM5-AS1,572558
OR2B3,442184
HCG9,10255
CARNMT1,138199
RBM24,221662
SMR3B,10879
SPINK4,27290
ZNF532,55205
COL4A1,1282
ZBTB5,9925
UBE2K,3093
PDRG1,81572
XKR7,343702
KRTAP19-8,728299
NAA35,60560
SSR1,6745
SOD1,6647
CCM2L,140706
COX7B2,170712
TLR7,51284
EVL,51466
DOP1B,9980
FOXD4L3,286380
TM9SF4,9777
XAGE1A,653220
UGT2B11,10720
CARD19,84270
SHROOM3,57619
LYZL2,119180
SSX7,280658
PHF2,5253
LINC00838,100505583
SPANXN5,494197
ENKUR,219670
UBE2A,7319
FOXF2,2295
C18orf32,497661
CISD1,55847
SCD5,79966
PLAGL2,5326
TSHZ1,10194
ERVH48-1,90625
SOX4,6659
POFUT1,23509
LIPI,149998
LINC02475,100506827
APCDD1,147495
DNAJC1,64215
KLF3,51274
CDKAL1,54901
KRTAP10-9,386676
PRMT2,3275
FRYL,285527
NAPG,8774
DCDC2,51473
MIR1825,100302183
NOL4L-DT,149950
C20orf203,284805
VSTM4,196740
ID4,3400
DNMT3B,1789
WDFY2,115825
MIR766,768218
OSTF1,26578
MIR4768,100616249
NHS-AS1,100873920
SLC25A16,8034
SCML1,6322
HLA-A,3105
MYO18B,84700
PROSER2-AS1,219731
SOX1-OT,100505996
SPATA31A7,26165
PHYHIPL,84457
TSC22D1-AS1,641467
IRS2,8660
RPL10L,140801
MIR6788,102466735
RPGR,6103
LINC01068,103724388
LINC00567,283486
SOCS6,9306
ACTR10,55860
MIR4290HG,286370
CDC16,8881
ASCC1,51008
ESCO1,114799
FRMD3,257019
SNRPD1,6632
ABHD3,171586
CEMIP2,23670
GSKIP,51527
KDSR,2531
ERG,2078
GC,2638
FOXN3-AS2,29018
RBP3,5949
ARHGAP12,94134
KTN1,3895
F8A3,474384
FAM47C,442444
PABPC1L2B,645974
RHOXF2B,727940
VPS4B,9525
RBMXL3,139804
SSX2B,727837
NAA11,84779
C22orf15,150248
EVC2,132884
KRTAP10-4,386672
TRPM2,7226
LANCL3,347404
PTPDC1,138639
CHCHD10,400916
FAM236A,100129407
HSFX4,101927685
ZNF275,105373378
ZNF275,10838
SGSM3,27352
RBBP7,5931
SERPINB5,5268
MAPRE1,22919
PROCR,10544
MMP24OS,101410538
BCL2,596
GADD45G,10912
KIF13A,63971
ANKRD62,342850
C9orf40,55071
MMP24,10893
ZNF157,7712
MAGED1,9500
HABP4,22927
FAM83C-AS1,140846
FAM83C,128876
SPACA7,122258
HNRNPD,3184
MROH8,140699
CIDEA,1149
LINC02834,105376124
TMOD1,7111
RPN2,6185
MRTFA-AS1,101927257
MIR3200,100422912
CLDN10,9071
MORC2-AS1,150291
TUBB6,84617
MORC2,22880
SEC61B,10952
DIRAS2,54769
UBE2D1,7321
HEMGN,55363
ATP4B,496
IGSF5,150084
SLC35D2,11046
GRIK1,2897
GDF10,2662
CHAMP1,283489
ZNF33B,7582
LIN54,132660
SIRPA,140885
LINC00552,100130386
UBQLN1,29979
PUDP,8226
LINC00348,100885781
PCAT5,102578074
SETBP1-DT,101927943
MIR4319,100422829
NALF2,27112
NRP1,8829
STEEP1,63932
DSN1,79980
U2AF1L5,102724594
C18orf15,147276
LDLRAD4-AS1,100288122
TOLLIP,54472
MIR5190,100847080
TEX13A,56157
PNMA6A,84968
MIR4526,100616130
HPS4,89781
COL4A5,1287
FAM210A,125228
SPATA31D1,389763
STOML3,161003
CRYAA2,102724652
ALG2,85365
KCNQ1OT1,10984
RNMT,8731
TOLLIP-DT,255512
INS-IGF2,723961
UPF3A,65110
PHOX2B,8929
HSD17B3,3293
IGF2,3481
CBSL,102724560
THAP9,79725
LNX1,84708
MUC5B,727897
LINC00583,100113404
TEX10,54881
ZBTB46,140685
GK2,2712
EMILIN2,84034
NUDT9,53343
SLC9A8,23315
LPIN2,9663
TLR8,51311
LINC01043,101928752
F10-AS1,104413892
RAB33A,9363
BRSK2,9024
ANKRD10,55608
ZNF280C,55609
ITCH,83737
ANP32B,10541
FAM230E,642643
B3GALT5,10317
GRIN3A,116443
SMIM11B,102723553
AIFM1,9131
DGCR6,8214
MYL12A,10627
PLXDC2,84898
LINC00575,439934
PRDM8,56978
FAM243B,102723451
KRTAP15-1,254950
LINC00649,100506334
CYLC2,1539
SYCP2L,221711
LINC00564,100861546
LINC00399,104326054
LINC00566,100861547
NFIL3,4783
LINC01044,104266956
CLDN10-AS1,100874194
COL15A1,1306
LNX1-AS1,100873939
LINC01547,84536
MYL12-AS1,104968399
FAM170B-AS1,100506733
LINC00354,101928616
MYL12B,103910
DGCR11,25786
LINC01679,101928399
SMR3A,26952
RSU1,6251
NDUFA6,4700
STAP1,26228
TPMT,7172
LINC01694,105372840
BTG3-AS1,110806272
NALF1,728215
LINC00158,54072
ATP10D,57205
DSC3,1825
PROZ,8858
ELOVL2-AS1,100506409
FERMT1,55612
CBR3-AS1,100506428
TMEM38B,55151
CAGE1,285782
MRLN,100507027
NFAM1,150372
PPP2R5C,5527
AQP7P3,112267859
DSC1,1823
TEKT4P2,100233156
TEKT4P2,100132288
RRP7A,27341
CNTNAP3C,100289279
BARX1,56033
JCAD,57608
LINC02499,728040
GDAP1L1,78997
MIR155HG,114614
KCNJ4,3761
TSSC4,10078
LINC01508,101927873
TMEM255B,348013
DNAL4,10126
ZNF503,84858
LINC00320,387486
DSG1,1828
PCDH7,5099
SPATA31D5P,347127
NPTXR,23467
SPAG6,9576
IGF2-AS,51214
BICD2,23299
CBX6,23466
TMPRSS11D,9407
MUC5B-AS1,112577518
OR52B4,143496
PSMA8,143471
TXN,7295
KCNQ1,3784
APOBEC3A,100913187
APOBEC3A,200315
KIF16B,55614
PCID2,55795
CCDC96,257236
PALM2AKAP2,445815
ADH1B,125
MYLK4,340156
APOBEC3B,9582
PPP4R1,9989
LEMD2,221496
MARCHF8,220972
TRIM21,6737
LINC00856,100132987
LINC00856,414243
LINC00595,100132987
LINC00595,414243
TPD52L2,7165
ABCC13,150000
APOBEC3B-AS1,100874530
CLRN2,645104
APOBEC3C,27350
ZNF215,7762
PPP2R2C,5522
APOBEC3F,200316
LINC02603,158257
LINC02601,105373185
TET1,80312
FOXC1,2296
PIP5K1B,8395
CCKBR,887
PPIL1,51645
GPR82,27197
APOBEC3G,60489
DKK1,22943
COX7B,1349
ERVFRD-1,405754
NHLRC1,378884
LINC00205,642852
SSX9P,280660
CDYL,9425
KIF5B,3799
LINC02751,105376569
SSX3,10214
UGT2B28,54490
GALNT18,374378
TAB1,10454
EFCAB11,90141
SSX4,6759
C11orf42,160298
NFATC1,4772
PACRGL,133015
FTSJ1,24140
FAM242F,105379447
MOCS1,4337
CALCB,797
ATP8B5P,158381
MGAT3,4248
MGAT3-AS1,104502417
MIEF1,54471
PTH,5741
RIC3,79608
ANKS6,203286
RIN3,79890
EBP,10682
SEL1L2,80343
ASB9,140462
TRPM5,29850
NMT2,9397
PTAR1,375743
UNC5CL,222643
RPS19BP1,91582
ASB11,140456
GNPNAT1,64841
TSPO2,222642
PTCSC2,101928337
SLC25A18,83733
ABHD16B,140701
SSTR4,6754
VSX1,30813
ANGPTL2,23452
GRM4,2914
PIGA,5277
RNU6-8,101954278
MIR548Y,100500919
TMEM273,170371
MIR4307,100423019
MIR3171,100422830
RNU6-7,101954275
MIR4503,100616280
MIR5580,100847076
MIR4708,100616176
MIR5586,100847088
ATP6V1E1,529
SNORD56B,319139
RN7SL1,6029
LINC01474,101927258
MIR625,693210
MIR4709,100616211
MYL9,10398
UNCX,340260
SNORA11B,100124539
SCARNA13,677768
S1PR3,286223
S1PR3,1903
MIR6764,102466730
VEGFD,2277
GET4,51608
MIR345,442910
MIR203A,406986
MIR4309,100422954
CCAR1,55749
MIR1247,100302145
MIR203B,100616173
CLCN4,1183
MIR151B,100616247
MIR342,442909
C9orf135,138255
TGIF2,60436
TGIF2-RAB5IF,100527943
LINC01495,102723378
INTS1,26173
SLA2,84174
ZDHHC13,54503
NINJ1,4814
MRPS26,64949
ZNF367,195828
OXT,5020
BCL2L13,23786
AVP,551
SNX30,401548
UBOX5-AS1,100134015
LINC00375,104355140
UBOX5,22888
BARX1-DT,101928040
LINC02332,105370400
DAD1,1603
PCCA,5095
MIR6895,102465539
PAXBP1-AS1,100506215
MIR6894,102466759
MBOAT1,154141
MIR6857,102465516
RIBC1,158787
VPS13A,23230
RADIL,55698
DDRGK1,65992
ZNF214,7761
MYLIP,29116
PWRN1,101928840
PWRN1,791114
OXA1L,5018
SOX3,6658
DUSP9,1852
MUC5AC,4586
TRIM26,7726
ITGB2-AS1,100505746
EIF2AK1,27102
ITPA,3704
PNCK,139728
PRRG4,79056
UGT2B7,7364
RBMXL2,27288
ZNF236,7776
MIR3198-1,100423025
LINC00528,200298
ZFAND3,60685
ZFAND2A,90637
CNGA4,1262
MICAL3,57553
LRP10,26020
ANO3,63982
SLC30A9,10463
LINC02829,105375009
PMS2,5395
TNXB,7148
REM2,161253
LINC02203,727924
LINC02346,100128714
ID1,3397
RBM23,55147
MIR3193,100422904
COX4I2,84701
ABALON,103021294
TPX2,22974
TUBGCP5,114791
LINC02619,105377245
GSX2,170825
C11orf58,10944
ADH6,130
BCAP31,10134
CSRP3,8048
TRAPPC8,22878
PDCL2,132954
MIOS,54468
ADAMTS3,9508
SYT9,143425
ZNF503-AS2,100131213
ABCD1,215
LINC02655,105378386
LINC02759,103312105
ZWINT,11130
MYLK2,85366
DNAH8,1769
PLXNB3,5365
CSNK2A3,283106
MEOX2,4223
GOLGA8IP,283796
SLC9B2,133308
FANCF,2188
LINC00676,101409253
TRIM68,55128
FAM20C,56975
TUBGCP3,10426
FOXS1,2307
NF1P9,440225
BCL2L1,598
FOXK1,221937
GRID1-AS1,100507470
NUTM2A,728118
LINC02760,105376633
GOLGA6L1,283767
C7orf50,84310
ARL14EP,120534
MIB1,57534
LINC00929,503519
SRPK3,26576
LRMDA,83938
SERGEF,26297
KIZ,55857
FTLP10,100130017
LINC01217,100874276
TADA2B,93624
TTYH3,80727
JMJD1C-AS1,84989
LINC01519,101929624
CCDC102B,79839
PDSS1,23590
OR4N3P,390539
GRID2,2895
LINC01193,348120
ZNF22,7570
LINC01553,283025
ANXA11,311
MIR648,693233
CABYR,26256
SGSM2,9905
LINC01410,103352539
ACR,49
SSR4,6748
PARM1,25849
CKS2,1164
AIMP2,7965
LINC01640,105373006
KIZ-AS1,101929591
TACR3,6870
MIR4764,100616295
SNORA50B,109616998
LARGE-AS1,100506195
GOLGA8DP,100132979
PRMT5,10419
MAMDC2,256691
GSTCD-AS1,101929529
OVOL2,58495
SMIM29,221491
PRKG2-AS1,101928942
CDS1,1040
L1CAM,3897
SNORD17,692086
MGME1,92667
CAT,847
SUN1,23353
RAD23B,5887
TRMU,55687
GOLGA6L6,727832
LINC00851,440757
PET117,100303755
GABRA5,2558
LAMP5-AS1,101929329
RIOK1,83732
BANK1,55024
TRIM14,9830
LAMP5,24141
ANK3,288
EIF3M,10480
ANKFY1,51479
PSMF1,9491
ZBTB43,23099
CPNE5,57699
PABIR1,116224
ZNF143,7702
LINC02872,401535
SNPH,9751
LAMA3,3909
LMX1B,4010
PI16,221476
SDCBP2,27111
GLP1R,2740
SPAG7,9552
ITPR3,3710
NANS,54187
MMRN1,22915
MIR6869,102465524
SIRPB2,284759
ZZEF1,23140
DAPK1,1612
GRAMD4,23151
GRK1,6011
GPAT3,84803
SIRPD,128646
ARHGAP4,393
SNX21,90203
RNF113B,140432
CELSR1,9620
THAP6,152815
OBI1,79596
C7orf26,79034
LINC02337,105370369
MYO16-AS1,100885782
LINC00559,100874187
ACOT8,10005
CRK,1398
NEDD9,4739
CHIC2,26511
IQCE,23288
PAUPAR,103157000
PAUPAR,440034
RAP1GAP2,23108
LINC01216,100874275
CISD2,493856
LINC02546,105376606
LINC00443,100874173
CD81-AS1,101927682
H2AZ1,3015
DBX1,120237
HIPK3,10114
SH3BP1,23616
SRPK1,6732
F10,2159
ZSWIM3,140831
MRPL1,65008
PLTP,5360
PRMT5-DT,101926933
AJUBA,84962
TBCK,93627
KIF1C-AS1,102724009
DERL2,51009
PCIF1,63935
NAA10,8260
C14orf93,60686
RANGAP1,5905
BBOX1,8424
ZNF335,63925
GPC5,2262
TEKT1,83659
LINC01016,100507584
LUZP2,338645
MMP9,4318
PRXL2A,84293
ABCC10,89845
SLC12A5-AS1,109729184
TXNDC8,255220
FKBP1A,2280
RNF167,26001
PLEKHA7,144100
UBL3,5412
C9orf50,375759
RENBP,5973
TSTD2,158427
LINC01520,101929684
DOCK9-AS1,100874096
A1CF,29974
MCF2L,23263
SLC4A11,83959
SLC26A8,116369
BRINP1,1620
PSMB5,5693
HCFC1,3054
TAX1BP3,30851
CAPRIN1,4076
ICA1,3382
BID,637
PSMB11,122706
PIMREG,54478
C14orf119,55017
PAPSS1,9061
LMLN2,100128908
PLPPR1,54886
HOMEZ,57594
TMEM187,8269
MIR3202-1,100422987
PPP1R3E,90673
MIR3202-2,100422877
IRAK1,3654
NCBP1,4686
INCA1,388324
EFS,10278
RPS10-NUDT3,100529239
IL25,64806
HDHD5,27440
NECAB3,63941
CMTM5,116173
NUP88,4927
UGT2B4,7363
MINPP1,9562
RAB44,401258
LINC00587,414319
KCTD20,222658
SUGT1P4-STRA6LP-CCDC180,57653
API5,8539
TSPAN13,27075
COPS4,51138
TFAM,7019
MIR718,100313781
TIMP3,7078
RPA3,6119
TIMM8A,1678
GNAL,2774
RPL36A,6173
CRELD2,79174
MYH7,4625
NXPH1,30010
DOC2B,8447
MLN,4295
MACC1-AS1,100874041
RPL36A-HNRNPH2,100529097
UNC5B,219699
ANKRD61,100310846
HNRNPH2,3188
PAPOLB,56903
COL25A1-DT,645078
CAMKK1,84254
CCNQ,92002
RSPH10B,222967
ZNF318,24149
RPUSD2,27079
DKK2,27123
PPP1R3C,5507
PLA2G12B,84647
UQCC2,84300
GRID1,2894
CYFIP1,23191
FJX1,24147
HCG14,414760
SLC6A8,6535
DAAM2,23500
LINC02653,101926942
LINC02671,101928887
CXCL8,3576
LINC00857,439990
OR4C13,283092
RPS24,6229
C1GALT1,56913
BBOX1-AS1,103695435
NGDN,25983
RNF138,51444
ARHGEF38,54848
P2RX1,5023
WT1,7490
SNX12,29934
PRKAR1B,5575
C20orf144,128864
E2F1,1869
EREG,2069
FOXO4,4303
C17orf97,400566
PARVB,29780
MEP1B,4225
PXMP4,11264
BTC,685
CXorf65,158830
PITPNM3,83394
CCDC180,100499483
SUPT3H,8464
BDH2,56898
LINC00863,439994
IL2RG,3561
ZNF341,84905
CCDC6,8030
THTPA,79178
LOXHD1,125336
DLG5,9231
LINC02893,440173
ANXA1,301
MMUT,4594
RSPH10B2,728194
AP1G2,8906
GJB1,2705
LINC02248,107984780
TRAM2,9697
LINC02249,26082
OR4C45,403257
FAR1,84188
MIR98,407054
MIRLET7F2,406889
RLIM,51132
UGT8,7368
ITGAE,3682
ZFYVE19,84936
STK38,11329
NEXMIF,340533
ADH1C,126
DUSP21,63904
DIPK2B,79742
TMEM217,221468
ZNF341-AS1,101929746
GRM5P1,440040
CHMP4B,128866
SPATA31A6,389730
LINC01492,101928496
WIPI2,26100
LINC01365,101927007
OR4C12,283093
NAV2-AS5,100874012
GCNT1,2650
L3MBTL1,26013
FRMPD3-AS1,100874122
GSTCD,79807
BTBD9,114781
RRAS2,22800
PRPS1,5631
SCIMP,388325
DNAJA1,3301
DAPK1-IT1,100506897
C9orf78,51759
LINC01518,101929397
USP6,9098
AR,367
GGNBP1,449520
MYOF,26509
PWRN2,791115
ZC3H7B,23264
CXCL6,6372
PGK2,5232
PCSK5,5125
RTTN,25914
GOLGA8CP,729786
CD83,9308
AP5Z1,9907
GPC6-AS1,100873972
EGF,1950
RASA3,22821
SPON1,10418
LINC02694,400359
CLPS,1208
TEF,7008
BMF,90427
TBC1D22B,55633
PCDH19,57526
ELOVL5,60481
TOB2,10766
MADD,8567
PHF5A,84844
ZNF770,54989
BMP15,9210
LINC00396,104355146
POLR3H,171568
GAGE2E,729428
LINC01040,105370308
KCNK5,8645
ARL11,115761
C9orf57,138240
TCTE1,202500
GPC6,10082
HERC2P3,283755
PAGE1,8712
HMGA1,3159
NDUFA4,4697
PAGE4,9506
EIF6,3692
BMS1,9790
MIR2114,100313839
C17orf100,388327
SCIN,85477
RBMX,27316
TLE1,7088
TRAM1L1,133022
CUL4A,8451
ENO3,2027
AFP,174
RNF8,9025
CSDC2,27254
AP1G2-AS1,102724814
HHEX,3087
PMM1,5372
MICALL2,79778
CCSER2,54462
PCNA,5111
DHRS4,10901
SNORD61,26787
GPR101,83550
TCEAL1,9338
CENPQ,55166
THBS1,7057
MORF4L2,9643
RUNX2,860
METTL14,57721
DESI1,27351
CDS2,8760
ASB6,140459
AQR,9716
GAS1,2619
XRCC6,2547
COX19,90639
REEP3,221035
TMEM31,203562
CORO2A,7464
SLC25A53,401612
PLP2,5355
METTL14-DT,101929741
PROKR2,128674
RNLS,55328
PRICKLE3,4007
LINC00658,100507629
FGD3,89846
NPY,4852
PPA2,27068
IP6K3,117283
P2RX5,5026
ZNF438,220929
ARL4A,10124
CACNA1F,778
TCL1A,8115
CLPSL2,389383
GPR146,115330
IRAK1BP1,134728
ETV1,2115
SERPINB13,5275
PAK6,106821730
PAK6,56924
DYNLRB1,83658
TLL2,7093
TCP11,6954
LINC02287,101929002
SERPINB4,6318
CHGA,1113
SUGT1P4-STRA6LP,100499484
STRA6LP,100499484
SNX5,27131
RFK,55312
DMAC1,90871
NRBF2,29982
INVS,27130
ITPK1,3705
DYDC1,143241
KDM5A,5927
SERPINB11,89778
PALD1,27143
EMC6,83460
ZFP3,124961
CYP2C19,1557
CXXC4,80319
SERPINB3,6317
WDFY3-AS2,404201
FOXA2,3170
FGF14-AS2,283481
SLC25A11,8402
TSPAN14,81619
COMMD7,149951
CCDC22,28952
GJD2,57369
SNU13,4809
EBPL,84650
SMC2,10592
MEIS2,4212
PAK5,57144
ITPK1-AS1,319085
PPP1R3F,89801
C22orf46,79640
MOAP1,64112
UBA6,55236
PRPS1L1,221823
MLNR,2862
FAM138D,677784
TMEM251,26175
LINC02860,285941
ZNF182,7569
HSCB,150274
FLT3,2322
GNRH2,2797
NPVF,64111
ZNF287,57336
GON7,84520
ASXL3,80816
ZNF630,57232
CPVL,54504
UBR7,55148
IQSEC3,440073
BANF2,140836
BDNF-AS,497258
TNKS2,80351
NLRP1,22861
CTSZ,1522
CHEK2,11200
C12orf4,57102
NDNF,79625
OR1L4,254973
MSANTD3-TMEFF1,100526694
ALKBH1,8846
STPG2,285555
XIAP,331
DYNAP,284254
CRTAC1,55118
SUSD3,203328
CXXC4-AS1,101929468
SLIRP,81892
LDLRAD4,753
PARM1-AS1,100507388
KCNA6,3742
ARHGEF38-IT1,100874374
ITFG2-AS1,283440
CSTF2,1478
ETNPPL,64850
ADAP1,11033
ARGLU1,55082
ZBTB34,403341
ADCK1,57143
UBAC1,10422
FKBP4,2288
DHTKD1,55526
TREML4,285852
SATL1,340562
FARP1,10160
CDC14B,8555
TOP1,7150
UBQLN2,29978
SLITRK2,84631
B3GAT2,135152
LINC02914,283598
SLC6A12-AS1,101929384
BEX2,84707
PFN1,5216
NOL4,8715
SAYSD1,55776
PI4K2A,55361
FOXJ2,55810
DLK2,65989
ZNF594,84622
SLC9B1,150159
PRRG1,5638
SAV1,60485
SLC52A1,55065
CYP26C1,340665
CDC5L,988
PRPS2,5634
RASSF4,83937
PYGL,5836
MIR6871,102466912
ATP2A3,489
AICDA,57379
PRNP,5621
TJAP1,93643
PRND,23627
FAM3A,60343
PRNT,149830
GOLGA8EP,390535
RASSF2,9770
NR1H3,10062
OCA2,4948
LHX3,8022
PIK3AP1,118788
NFS1,9054
DNAAF5,54919
EPB41L3,23136
UGT2A3,79799
MOB3B,79817
NR6A1,2649
CRISP2,7180
TNIP3,79931
CPN1,1369
LINC01162,104355138
ABHD12B,145447
SLC2A3,6515
LINC02889,101927630
ANKRD2,26287
LINC02203,727924
GSDME,1687
APBB1IP,54518
EIF2AK4,440275
GDPD2,54857
KCNA5,3741
SEC24B,10427
DLST,1743
FGFBP3,143282
CCDC77,84318
STOM,2040
PKHD1,5314
KAT6B,23522
ATRX,546
SYK,6850
ROMO1,140823
OSBPL3,26031
GABRB3,2562
AKAP3,10566
RBM39,9584
TVP23C-CDRT4,100533496
OR4X1,390113
COMT,1312
ZNF705A,440077
OR5L2,26338
RPS6KL1,83694
MIS12,79003
TRIM64C,646754
FOLH1,2346
KIF1C,10749
RHNO1,83695
LGSN,51557
FANCC,2176
PGF,5228
LINC02540,105377860
SEC31A,22872
RPH3AL,9501
FAM216B,144809
SLC6A13,6540
SLC29A1,2030
LINC00460,728192
EIF2B2,8892
POTEB2,100287399
MIR4761,100616414
TNFSF11,8600
ARVCF,421
MFAP5,8076
RRAGB,10325
MLH3,27030
CXXC1,30827
DPH6,89978
VSIG1,340547
TSPAN7,7102
SPIN1,10927
ULK4P3,89837
C1QBP,708
SECISBP2,79048
C15orf62,643338
SVIP,258010
CFP,5199
TANGO2,128989
SPRED1,161742
SLC13A5,284111
DNAJC24,120526
PLA2G4D,283748
ACYP1,97
TUBA3C,7278
DDX3X,1654
ZC2HC1C,79696
LDHC,3948
SNX13,23161
ADAMTSL2,9719
FMN1,342184
CLEC4E,26253
TMED10,10972
PRR4,11272
PRR4,5554
SERPINA4,5267
MIR4499,100616304
SNORD102,26771
SNORA27,619499
ATPAF2,91647
MIR2276,100313842
SDHAF4,135154
ZNF484,83744
MLIP,90523
NECAP1,25977
SERPINA5,5104
MIR621,693206
DIPK1C,125704
MIR4305,100422940
IFNA14,3448
FAM98B,283742
MIR8079,102465876
TIMM21,29090
OR5D14,219436
MIR759,100313778
IFNA10,3446
MIR5007,100846996
LINC01243,101929620
COL27A1,85301
MIR3169,100422973
MIR4704,100616205
LGR4,55366
MIR548X2,100616302
CAMTA2,23125
KLHL7,55975
C18orf63,644041
MIR1297,100302187
CHAC1,79094
CYB5A,1528
SERPINA3,12
MIR3665,100500861
